review,rating,date,bank,source
This up is very good only problem is no access of seeing your balance Otherwise it is very easy to you use and its so fast just work on that above mentioned Stay blessed 🙏🙏🙏❤️,5,2022-09-03,CBE,Google Play
It is good but the transaction statement couldn't be shared or downloaded.,4,2022-09-01,CBE,Google Play
Very good app. But include money transfer from oneself account to others telebirr,5,2022-08-31,CBE,Google Play
Wowww this app is good,5,2022-08-30,CBE,Google Play
commersal BANK,5,2022-08-29,CBE,Google Play
It's the chooser,5,2022-08-29,CBE,Google Play
"Great Experience 👍 but there is o e thing that highly bother me *the password to login every time you open the app 😒 it ask you a pin instead what I say you can make it to be a fingerprint, because putting password continously so frustrating and also not secure as somebody can see our pin Thank you 😊",4,2022-08-29,CBE,Google Play
The time it takes for the customer service to solve issues is very impressively bad,1,2022-08-28,CBE,Google Play
Amazing app it's easy to use,5,2022-08-28,CBE,Google Play
To speak frankly the app is good but it is too slow,1,2022-08-27,CBE,Google Play
Cool and functional,5,2022-08-26,CBE,Google Play
"The app is unresponsive the time when the fragments are attached. It is just like shivering. Still, I can't download the transaction history instead it just toasted me can't save. Please consider all this things. But I would recommed you to use a tab layout. This is because, consider I am using latest Samsung 🤔 device, how do you think that your app is running on other damn devices like techno and itel ? It is horrible.",3,2022-08-26,CBE,Google Play
Please add the feature used to get reset that will be printed as document after payment done via this app rather the customers uses screen shot.,5,2022-08-26,CBE,Google Play
it's very nice app,5,2022-08-26,CBE,Google Play
Really it is very important and time saving to make transaction trade benefecieries,5,2022-08-25,CBE,Google Play
Can't download or share transaction summary.,2,2022-08-23,CBE,Google Play
The app can't sync and functioning at all.,1,2022-08-23,CBE,Google Play
Owww it is very apk,5,2022-08-22,CBE,Google Play
For Easy life,5,2022-08-21,CBE,Google Play
The problem of this application is ፥ during transfer /tranzaction/pending or dliance problem that means the ricivers can't see the tranzaction at real time,1,2022-08-19,CBE,Google Play
Good but you must improve it,5,2022-08-17,CBE,Google Play
A wonderful Efficient n reliable app!,5,2022-08-14,CBE,Google Play
I was used it is good app.,5,2022-08-12,CBE,Google Play
Good app but when i want to tranfer to other banks there is ZEMZEM BANK and HIJRA BENK . add these banks.,3,2022-08-11,CBE,Google Play
i want to exercise the appl.,4,2022-08-11,CBE,Google Play
Find it so good and helpful but can't download attachment,5,2022-08-10,CBE,Google Play
Downloading,5,2022-08-10,CBE,Google Play
User friendly app. New of the kind in Ethio,5,2022-08-09,CBE,Google Play
This app is simple for uses,3,2022-08-09,CBE,Google Play
Iam very admired,5,2022-08-07,CBE,Google Play
The application is best based on the online banking system. But sometimes it shows previous balance when logging in and it confuses after making transaction,5,2022-08-07,CBE,Google Play
Its have some bugs when iam close the app its redirected to open the ap pls fix it,3,2022-08-07,CBE,Google Play
It is a good app,5,2022-08-06,CBE,Google Play
It's wonderful app Tanks befor.,5,2022-08-05,CBE,Google Play
This one of the best app for my money 😜,5,2022-08-05,CBE,Google Play
Super confused app,1,2022-08-05,CBE,Google Play
"Great app, it made my daily transactions very easy happy to have it. Kudos!",5,2022-08-03,CBE,Google Play
One of the best apps ever created. Its very beneficial I like it more,5,2022-08-03,CBE,Google Play
"Best app to transfer money ,, Very fast & update itself immediately",5,2022-08-03,CBE,Google Play
That is good,5,2022-08-03,CBE,Google Play
It very amazing app,4,2022-08-02,CBE,Google Play
Easy to use and accessable from anywhere in the world 🌎,5,2022-07-31,CBE,Google Play
amezing app,3,2022-07-31,CBE,Google Play
Its nice app. If its possible please try to add standing order option. We need it just to contribute small money in monthly basis for people in need or for spiritual things.,5,2022-07-29,CBE,Google Play
Am satisfied with this app,1,2022-07-27,CBE,Google Play
"It's good app, couse of shawing the debit & credit amount on time it's sometimes late if not I could have given it 5 star.",4,2022-07-25,CBE,Google Play
Saving money my account bank and my phone number,5,2022-07-24,CBE,Google Play
Really good app,5,2022-07-24,CBE,Google Play
Why it stucks?i cant see my balance and accunt nuber site,5,2022-07-22,CBE,Google Play
Very poor and slow.,1,2022-07-21,CBE,Google Play
It is great,4,2022-07-21,CBE,Google Play
It was best app but after updating it doesn't synchronize easily it respond null and become worest app,1,2022-07-17,CBE,Google Play
So much easy but please add CBE birr into the program.,5,2022-07-16,CBE,Google Play
Good servic,5,2022-07-16,CBE,Google Play
It is awesome,4,2022-07-15,CBE,Google Play
Good but needs further features!,3,2022-07-13,CBE,Google Play
really good app but sometimes doublicates the transaction.,4,2022-07-12,CBE,Google Play
I like it it's very nice app,3,2022-07-12,CBE,Google Play
Really great app!!!,5,2022-07-11,CBE,Google Play
user always,5,2022-07-09,CBE,Google Play
Its very important this app,5,2022-07-08,CBE,Google Play
Can't see transaction detail on android 5.0,3,2022-07-07,CBE,Google Play
The Best banking app I have ever seen in Ethiopian banking industry.,5,2022-07-06,CBE,Google Play
Best banking app,5,2022-07-05,CBE,Google Play
I love the application,5,2022-07-04,CBE,Google Play
The most intersting app service that is easy to use and operate. Excellent service.,5,2022-07-04,CBE,Google Play
"So far, it was so good. However, I am very worried since the application is so difficult to update.",5,2022-07-04,CBE,Google Play
This app is very nice and easy to use! It better to have a small size,4,2022-07-04,CBE,Google Play
Faster banking with cbe,5,2022-07-03,CBE,Google Play
I can't retrieve statements from the mobile app,1,2022-07-03,CBE,Google Play
Perfect app i love it,5,2022-07-02,CBE,Google Play
The app notification code it's not link phone or email this means if you change phone you can't access your account easily,2,2022-07-02,CBE,Google Play
Where does it store the downoaded transaction detail png?,3,2022-07-01,CBE,Google Play
CBE customer for more than 14 years,5,2022-07-01,CBE,Google Play
It is good but not update quickly,4,2022-07-01,CBE,Google Play
Easy to use !,5,2022-07-01,CBE,Google Play
Most of the times I receive text of my balance the next day.,2,2022-06-30,CBE,Google Play
Fast and secure banking app I've ever seen,5,2022-06-30,CBE,Google Play
I couldn't using this appa my phone if you fixing problem of apps Thank you,5,2022-06-27,CBE,Google Play
"it has low security system, it require too much space it dose not diserve",2,2022-06-27,CBE,Google Play
Very good APP,5,2022-06-27,CBE,Google Play
Very easy and clear to use.,5,2022-06-26,CBE,Google Play
I am Orthodox Christian but why on earth you think only Muslims use interest free accounts. Shame on you,1,2022-06-26,CBE,Google Play
It's cool even though it takes a thousand years to update.,4,2022-06-25,CBE,Google Play
"Broadly speaking, it is good app. But recently I have noticed a problem when trying to see the recent transactions it becomes very slow and sluggish even closes and also have seen this on my friends' phone. So, this should be corrected asap and speed should be core feature",4,2022-06-25,CBE,Google Play
Very poor can not updated!,1,2022-06-21,CBE,Google Play
"Its not updating properly ,not working",1,2022-06-21,CBE,Google Play
I love this app,5,2022-06-21,CBE,Google Play
It says none available,3,2022-06-20,CBE,Google Play
"I cann't speak a word. without emotion It is a nice app,keep it up by updating",5,2022-06-20,CBE,Google Play
Nice app proudly made in 🇪🇹ETHIOPIA,5,2022-06-20,CBE,Google Play
Up date ስለው አይከፍትም,5,2022-06-20,CBE,Google Play
It is easy to operat & issential app. I'm using still.,5,2022-06-19,CBE,Google Play
The App is highly secured one and easy to use.,5,2022-06-19,CBE,Google Play
The app. Is very efficient though delay in bank to bank transfer service is witnessed.,5,2022-06-19,CBE,Google Play
I love last update 🌹,5,2022-06-19,CBE,Google Play
Very reliable,5,2022-06-18,CBE,Google Play
It is a great application with full of credibility.,5,2022-06-18,CBE,Google Play
Good app need some updates,5,2022-06-18,CBE,Google Play
Onli add monthly statement page list.,5,2022-06-18,CBE,Google Play
I am satisfied with this app.,5,2022-06-18,CBE,Google Play
Better application that helps you to manage your account activities.,5,2022-06-17,CBE,Google Play
Very moderney,5,2022-06-17,CBE,Google Play
Easy to use and save time I like it,3,2022-06-17,CBE,Google Play
Best of best,5,2022-06-16,CBE,Google Play
This app makes my job easier.,5,2022-06-15,CBE,Google Play
Usefull and good apps,5,2022-06-15,CBE,Google Play
Simple&fast app.I like it.,5,2022-06-14,CBE,Google Play
I can't open it when I change phone horror!,2,2022-06-12,CBE,Google Play
It is agood app rather than other bank apps in ethiopia but the transaction limit should be in greater,5,2022-06-11,CBE,Google Play
Amazing app thanks,5,2022-06-11,CBE,Google Play
This App.Better For any Person How Use Bank,5,2022-06-10,CBE,Google Play
Really it is fast!,4,2022-06-09,CBE,Google Play
Easy to use,4,2022-06-09,CBE,Google Play
Easy and simple...i like it,5,2022-06-09,CBE,Google Play
Why does it take a day for the app to show a recent withdraw and deposit,3,2022-06-08,CBE,Google Play
Very very help me.,5,2022-06-08,CBE,Google Play
Bad service,1,2022-06-07,CBE,Google Play
Amanuale haille,5,2022-06-07,CBE,Google Play
Waw I am delighted with this app.,5,2022-06-06,CBE,Google Play
"Very productive app, i love this app.",5,2022-06-06,CBE,Google Play
Best app & latest.,5,2022-06-05,CBE,Google Play
Best App.I have used for many years.,5,2022-06-05,CBE,Google Play
